user_id,default_profile,default_profile_image,favourites_count,followers_count,friends_count,listed_count,statuses_count,geo_enabled,protected,verified,has_extended_profile,is_translator,user_lang,senti_polarity,senti_subjectivity,place_reference,possibly_sensitive,is_a_reply,is_quote_status,is_a_retweet,favorite_count,retweet_count,hash_tags_cnt,media_cnt,url_ref_cnt,symbols_cnt,user_ref_cnt,tweet_freq_hrs,bot_flg
3593771535,1,0,0,361,1167,1,253,0,0,0,0,0,en,0.36,0.761,0.0,0.016,0.0,0.0,0.0,0.352,0.51,2.372,0.964,0.968,0.0,0.0,4.372,1
95108455,0,0,35,443,197,9,1716,1,0,0,0,0,en,0.261,0.442,0.015,0.0,0.002,0.002,0.003,0.22,0.045,0.589,0.132,0.833,0.0,0.044,45.938,1
3160976631,1,1,0,2,5,0,644,0,0,0,0,0,en,0.04,0.092,0.0,0.0,0.0,0.0,0.0,0.003,0.003,1.014,0.002,0.988,0.0,0.346,16.952,1
78054341,0,0,167,33147,2828,388,31200,1,0,1,0,0,en,0.185,0.369,0.0,0.0,0.002,0.0,0.002,1.888,4.003,0.128,0.83,1.004,0.0,0.112,5.275,1
2978099653,1,0,0,5,8,0,689,0,0,0,0,0,en,0.078,0.157,0.0,0.0,0.0,0.0,0.0,0.01,0.006,0.282,0.855,0.99,0.0,0.023,10.779,1
40336947,0,0,664,1790,245,78,3590,1,0,0,0,0,en,0.116,0.305,0.19,0.0,0.013,0.021,0.129,0.547,0.625,0.409,0.055,0.713,0.0,0.573,18.937,1
59073984,0,0,2517,3152,1547,39,5866,0,0,0,0,0,en,0.289,0.407,0.0,0.0,0.051,0.061,0.072,0.822,3.826,0.469,0.207,0.504,0.0,0.437,12.115,1
18847106,0,0,488,7414,5235,152,3163,1,0,0,0,0,en,0.204,0.366,0.135,0.0,0.064,0.039,0.158,1.36,172.694,0.605,0.083,0.601,0.0,0.385,27.495,1
3357946692,0,0,467,7,0,4,567,0,0,0,0,0,en,0.157,0.344,0.0,0.0,0.0,0.092,0.972,0.0,1129.552,1.002,0.12,0.389,0.015,1.378,4.646,1
73141088,0,0,6,93,134,13,5577,0,0,0,0,0,en,0.168,0.36,0.0,0.0,0.0,0.0,0.0,0.018,0.01,0.899,0.01,0.695,0.0,0.002,13.69,1
191123444,0,0,0,527,1195,1,57089,0,0,0,0,0,en,0.018,0.051,0.0,0.0,0.0,0.0,0.0,0.006,0.001,0.001,0.0,1.002,0.0,0.001,3.262,1
2238437917,0,0,21257,132,147,0,3515,0,0,0,0,0,en,0.013,0.27,0.0,0.0,0.135,0.028,0.806,0.134,690.576,0.229,0.389,0.126,0.0,0.909,5.024,1
2412972607,0,0,82,125,348,63,2424,0,0,0,1,0,en,0.069,0.21,0.0,0.965,0.0,0.005,0.114,0.098,101.54,1.254,0.021,0.97,0.0,0.224,16.993,1
3063996721,0,0,8056,188,1060,1,1546,0,0,0,0,0,en,0.183,0.371,0.0,0.0,0.027,0.041,0.834,0.372,225.824,0.433,0.274,0.196,0.0,1.747,21.366,1
3734470346,0,0,86,81,257,11,340,1,0,0,1,0,en,0.162,0.348,0.0,0.0,0.012,0.012,0.174,0.368,15.421,2.256,0.832,0.491,0.0,0.659,46.726,1
2866224657,1,0,0,7,44,0,1294,0,0,0,0,0,en,0.177,0.366,0.0,0.0,0.0,0.0,0.0,0.005,0.002,0.019,0.001,0.99,0.0,0.006,27.485,1
3225052286,1,0,113,224,2041,5,5544,0,0,0,1,0,en,0.044,0.071,0.0,0.0,0.0,0.0,0.001,0.02,1.297,0.112,0.007,0.993,0.0,0.002,1.943,1
3012362696,0,0,64,82,112,11,646,0,0,0,0,0,en,0.416,0.719,0.0,0.0,0.012,0.011,0.054,0.127,0.53,1.361,0.797,0.949,0.0,0.847,29.749,1
317049274,0,0,61,1553,1517,66,4525,1,0,0,0,0,en,0.077,0.22,0.0,0.0,0.012,0.001,0.058,0.13,0.324,0.641,0.202,0.985,0.0,0.261,9.182,1
3318703632,0,0,1496,93,824,1,2738,0,0,0,0,0,en,0.095,0.27,0.0,0.685,0.0,0.028,0.995,0.001,471.691,0.553,0.403,0.488,0.0,1.047,1.251,1
3247113450,1,0,0,45,1,3,1328,0,0,0,0,0,en,0.072,0.372,0.0,0.0,0.072,0.0,0.0,0.09,0.023,0.0,0.0,0.002,0.0,0.057,8.581,1
26297156,0,0,243,173,20,23,5221,1,0,0,0,0,en,0.004,0.04,0.0,0.0,0.01,0.0,0.15,0.007,39.639,0.097,0.0,0.753,0.0,0.184,20.073,1
92840722,0,0,28,54,710,3,6800,1,0,0,0,0,en,0.109,0.209,0.0,0.0,0.0,0.0,0.001,0.011,0.256,0.005,0.001,0.992,0.0,0.01,12.87,1
1449155815,0,0,40,9410,6524,31,26612,0,0,0,0,0,en,0.123,0.233,0.0,0.0,0.0,0.021,0.369,4.822,521.76,0.851,0.662,0.185,0.0,0.711,2.895,1
2361049553,0,0,7070,204,254,0,2220,1,0,0,1,0,en,0.068,0.341,0.0,0.0,0.015,0.012,0.743,0.091,6004.594,0.047,0.297,0.098,0.0,0.713,47.275,1
1394548280,1,0,20675,340,2653,108,7097,1,0,0,0,0,en,0.142,0.318,0.0,0.0,0.028,0.05,0.961,0.016,1132.013,0.508,0.099,0.509,0.001,1.421,4.824,1
3177061729,1,0,51,279,530,435,11163,0,0,0,0,0,en,0.08,0.192,0.0,0.0,0.0,0.0,0.0,0.079,0.014,0.801,0.969,1.026,0.0,0.0,1.877,1
321436860,0,0,106,2795,1662,50,1006,0,0,0,0,0,en,0.202,0.369,0.0,0.0,0.003,0.019,0.195,0.831,29.975,1.059,0.25,0.651,0.0,0.762,64.439,1
